Komentar,Penulis,Likes,Published_at,balasan,label_judol,label_sentiment
"['ishowspeed', 'one', 'of', 'the', 'top', 'upcoming', 'creators', 'i', 'remember', 'watching', 'him', 'in', 'th', 'grade', 'now', 'im', 'in', 'th', 'i', 'listened', 'to', 'the', 'song', 'bounce', 'that', 'ahh', 'woof', 'woof']",@Nbayoungboymusicz,1,2024-09-18T21:38:34Z,,0,2
"['indonesia', 'nih', 'bos']",@DhZk-v1u,1,2024-09-20T00:02:50Z,,0,2
['speeeddddddd'],@Ketutnyatri,0,2024-09-18T14:15:23Z,,0,2
"['whos', 'the', 'girl', 'in', 'your', 'phones', 'wallpaper']",@gamingwithmuntacir5489,1,2024-10-18T22:39:21Z,,0,2
"['this', 'live', 'is', 'crazy']",@1n5ideOut,0,2024-09-18T16:49:19Z,,0,2
"['bal', 'indonesia']",@AgusRyo-w7y,0,2024-09-19T01:16:15Z,,0,2
['p'],@kyy6569,0,2024-09-18T13:19:40Z,,0,2
"['million', 'live', 'views', 'this', 'is', 'a', 'banger', 'moments', 'in', 'his', 'youtube', 'history']",@Juu-Nana,1,2024-09-18T15:30:56Z,,0,2
"['anjg', 'juta', 'like', 'jt', 'views']",@JaegerSalamanca,1,2024-09-19T16:46:14Z,,1,2
"['m', 'view', 'is', 'insane']",@kevineliano2911,0,2024-09-18T13:32:58Z,,0,2
"['im', 'from', 'indonesia', 'im', 'not', 'surprised', 'because', 'this', 'is', 'indonesiaand', 'only', 'in', 'indonesia', 'you', 'know', 'lol']",@Syaellian,28,2024-09-18T14:54:25Z,seriously is it possible for me to go to indonesia do you think thats possible possibleijustneedstar ijustneedstarits possible coz if u not a celebritiesfamous person,0,0
"['please', 'watch', 'timnas', 'indonesia']",@mahdibagashutama4670,0,2024-09-19T04:09:53Z,,0,2
"['pulang', 'kerja', 'nyepin', 'emang', 'mantepp']",@IwanUntuk1,0,2024-09-24T08:04:22Z,,0,2
"['muslims', 'love', 'you', 'because', 'you', 'support', 'palestine', 'and', 'are', 'kind']",@YassinFromTheTruthTeam,3,2024-09-22T22:24:12Z,,0,2
['siuuuuu'],@user-covid19x,0,2024-09-18T15:29:41Z,,0,2
"['m', 'subs', 'lesgooo']",@AvrilZidan-d2p,0,2024-09-19T22:21:36Z,,0,2
"['speed', 'and', 'namy']",@Feri-i5g,0,2024-09-19T08:59:44Z,,0,2
"['million', 'speed', 'viewers', 'cried', 'until', 'their', 'noses', 'came', 'out']",@JUDISLOTMEMBUNUHMU,0,2024-09-18T17:20:18Z,,0,2
"['wow', 'big', 'shout', 'out', 'to', 'indonesia', 'he', 's', 'got', 'views', 'in', 'h', 'as', 'i', 'cambodia', 'really', 'love', 'indonesia']",@PheapBkk,0,2024-09-18T16:04:52Z,,0,2
"['what', 'the', 'hell', 'this', 'guy', 'is', 'very', 'lucky']",@HafizKurniawan-of7wt,0,2024-09-20T13:29:18Z,,0,2
"['on', 'fire']",@ahmedkhalifa6745,0,2024-09-18T15:21:57Z,,0,2
"['w', 'indonesia']",@obbyyy8397,1,2024-09-19T11:14:44Z,,0,2
"['welcome', 'indonesia', 'speedlove', 'u']",@iNoT92J,0,2024-09-19T17:55:59Z,,0,2
"['play', 'fifa']",@dust4660,0,2024-09-18T19:33:42Z,,0,2
"['aem', 'indonesia', 'your']",@XZPREZKIKIZX,0,2024-09-19T01:41:12Z,,0,2
['begoo'],@kentutmendidih3783,0,2024-09-18T18:10:16Z,,0,2
['browwwhwhhhhh'],@fizzaaa-de7et,0,2024-09-19T06:15:08Z,,0,2
"['bro', 'just', 'spawned', 'out', 'of', 'nowhere']",@Lexiven,1478,2024-09-18T14:11:21Z,"dont read my name geogussr player be like dont translate
     , i thought i commented wtf jerungbiru truly geogussr player right there jerungbirurainbolt would be proud blinktorealize naah bro we got the same pfp philipineszeromedalatolympic i hate issslam philipineszeromedalatolympic i hate isssislam lexiven ffs man lmao keysaaa  why bring religion bro he is not necessarily indonesian be smart pinoy first coment irl keysaaahe is not indonesian bro no background,dia bisa tau,",0,0
"['langsung', 'trending']",@Ohiyocrazy,0,2024-09-21T01:00:40Z,,0,2
"['yong', 'iyong', 'iyong']",@kai-oz2cf,0,2024-09-18T13:57:49Z,,0,2
"['mirris', 'bet', 'dah', 'sadar', 'budaya', 'tertib', 'nya', 'minim', 'bngetreal', 'bnget', 'cermin', 'iqnya', 'akan', 'bangsa', 'primitif', 'benertertinggal', 'sorak', 'sorai', 'gajelas', 'minim', 'mampu', 'paham', 'bicara', 'bahasa', 'inggris', 'lengkap', 'pampang', 'layar', 'youtube', 'siar', 'kanal', 'dunia']",@niel_cs,2,2024-09-18T18:35:31Z,"bacot di iq  aja lu tua,asal lu tau di hampir seluruh negara yg speed kunjungi semuany emang gitu suasananya kyk zombiebahkan di eropa  ada yang sampe rasis ke speed,apakah itu jadi ptokan lu hina negara sendiri di kolom komentar menurut gw ini masih manusiawi kecuali pas bagian maksa megang speed",0,0
"['zombie', 'chat', 'error', 'girl']",@Oyen-uo9wb,0,2024-09-18T13:26:43Z,,0,2
"['speed', 'go', 'to', 'tulungagung']",@davidahmad3721,0,2024-09-19T11:57:40Z,,0,2
"['well', 'well', 'well']",@efrainmercado340,0,2024-09-20T04:59:55Z,,0,2
"['w', 'indonesia']",@Einz205,0,2024-09-18T13:20:35Z,,0,2
"['enjoy', 'buddy', 'in', 'indonesia']",@MuhammadTriBayuAgung,0,2024-09-18T13:22:09Z,,0,2
"['the', 'country', 'of', 'slums']",@Pcnpkub,1,2024-09-25T11:12:32Z,"ayoooo, where are you where do yo ass live dont know bangladesh yet akunbaruqn he is probably from bangladesh hes living in a trash house, eating the indian type of street food u look like a tough guy bro lopilepi thank you, is your mom single im trying to get some razdilhnasrul nobody wants to fuk with skinnyman like u bro",0,0
"['ezzzz', 'brooo', 'in', 'indonesia']",@DoniSaputra-s2p,0,2024-09-18T22:30:35Z,,0,2
['speed'],@adhe_krn,0,2024-09-27T04:15:06Z,,0,2
"['speed', 'sus', 'moment']",@asher3630,2,2024-09-18T15:06:39Z,what does w mean edikun w winner,0,1
"['you', 'come', 'in', 'indonesia', 'automatic', 'your', 'subs', 'up']",@ramadhania85,0,2024-09-18T20:20:44Z,,0,2
"['truly', 'entertain', 'thank', 'you', 'el', 'cepat']",@ryanh1886,0,2024-09-20T21:15:24Z,,0,2
"['millions', 'see']",@mhmdrafi0387,0,2024-09-18T22:39:39Z,,0,2
"['batik', 'indo']",@vikyravi9781,0,2024-09-18T16:16:23Z,,0,2
"['the', 'ending', 'will', 'always', 'be', 'green', 'apple']",@cacahambuyat0703,0,2024-09-18T16:17:46Z,,0,2
"['kampung', 'anjing', 'ya', 'kali', 'speed', 'foto', 'foto', 'tanda', 'tangan', 'orang', 'tolol']",@Aman-gq4mk,2,2024-09-18T13:58:34Z,,0,2
['ingus'],@madinojr3913,0,2024-09-27T09:56:48Z,,0,2
['gorontalo'],@aurapopi,0,2024-09-23T06:58:43Z,,0,2
"['chihuahua', 'vs', 'bulldog']",@gusalitkenakadp-hf6fu,1,2024-09-19T05:55:44Z,,0,2
"['too', 'easy', 'for', 'a', 'country', 'with', 'm', 'population']",@snazzie8287,1,2024-09-19T04:54:51Z,it is like less than   indonesian population watched or know him um its actually  million,0,0
"['trending', 'x', 'tonton', 'streaming', 'x', 'tonton', 'tayang', 'live', 'tanggal', 'sep']",@AuliaRahmanl,139,2024-09-20T20:28:53Z,lah merecap juga bang wkwk itu paduka kapan nikah dah keknya dah siap si deby log in,0,0
"['speed', 'needs', 'to', 'work', 'on', 'his', 'autograph']",@TinyTube3,0,2024-09-18T13:51:19Z,,0,2
"['gemar', 'ronaldo', 'kalo', 'ronaldo', 'indonesia']",@gilangrifaldip.h9371,0,2024-09-19T02:53:16Z,,0,2
"['ajg', 'makan', 'nasi', 'padang', 'bungkus', 'aja', 'kyak', 'makan', 'bakcang']",@WenwenChang-u4f,0,2024-09-18T16:31:27Z,,0,2
"['malem', 'antas', 'speed', 'naker']",@Ngab_prims,0,2024-09-18T13:31:03Z,,0,2
['gg'],@eshaesha-pb4ds,0,2024-09-18T13:19:48Z,,0,2
['indonesia'],@alitputra1336,0,2024-09-19T09:29:03Z,,0,2
"['bring', 'back', 'nami', 'broo']",@Lionel_R21,0,2024-09-18T13:29:25Z,,0,2
"['maphilindo', 'praahhhh']",@ONESQUARE-xv4tg,0,2024-09-18T22:09:53Z,,0,2
"['the', 'worst', 'thing', 'is', 'i', 'got', 'messi', 'add', 'before', 'this', 'video']",@RiggedGear2RG,0,2024-09-19T12:40:09Z,,0,2
"['have', 'fun', 'bro']",@Hillman.McMillan,2,2024-09-18T17:00:58Z,,0,2
"['world', 'record']",@kingtwaynee,0,2024-09-19T02:26:36Z,,0,2
"['semangat', 'speed', 'mesti', 'tonton', 'stream', 'tempo', 'harisaya', 'dukung', 'mu', 'speedsemoga', 'datang', 'mu', 'indonesia', 'alam', 'telupakan', 'hidup', 'mu', 'ggoooooooo', 'speed', 'gggooooooo']",@angga0075,57,2024-09-20T01:06:55Z,"inshaallah
mge allah ihn rechtleiten allahuma amin ya rabbil alamin",0,1
"['what', 'a', 'outro', 'hahahaha']",@albukharii4863,0,2024-09-18T13:24:24Z,,0,2
"['the', 'best', 'moment']",@pecintaminecraft860,0,2024-09-18T15:40:04Z,,0,2
"['gg', 'indonesia']",@MuhammadAliKhoirul,5,2024-11-22T16:23:18Z,mahalin tiket nya,0,0
['e'],@ZAINIKUSMAWAN,0,2024-09-29T11:58:10Z,,0,2
"['indo', 'k', 'phillipines', 'k']",@kahunghang7146,0,2024-09-19T13:29:29Z,indo k indo already  million subs and we on the way to  millions you see bro aswadz,0,1
"['lmao', 'my', 'pc', 'was', 'lagging', 'just', 'from', 'watching', 'this', 'live', 'stream', 'vid']",@alienspecies6872,0,2024-09-26T17:35:08Z,,0,2
"['indonesia', 'is', 'world', 'internet', 'algoritm', 'tho']",@oppaINDO,0,2024-09-18T16:30:46Z,,0,2
"['speed', 'ft', 'celloz', 'fire', 'combo', 'wkwkwkwkw']",@pipp1374,0,2024-09-19T01:15:13Z,,0,2
"['is', 'the', 'strem', 'to', 'china']",@Frankaprogroup5,0,2024-09-18T13:21:39Z,,0,2
"['go', 'to', 'rembang', 'speed']",@beam_970,0,2024-09-18T13:19:58Z,,0,2
"['you', 'did', 'bro', 'you', 'did', 'worls', 'no', 'live', 'streamer', 'bro', 'm', 'views', 'you', 'make', 'world', 'record', 'bro', 'indonesien', 'is', 'w', 'country', 'love', 'from', 'nepal']",@YTshort1983,0,2024-09-18T13:58:15Z,,0,2
"['gercep', 'nih']",@marselemgimank899,0,2024-09-18T13:36:39Z,,0,2
"['namis', 'was', 'hot', 'bro']",@Alxexistttt,0,2024-09-18T13:20:12Z,,0,2
"['he', 'got', 'a', 'taste', 'of', 'that', 'meow', 'meow', 'now', 'he', 'looking', 'for', 'them', 'just', 'playin']",@Red_Bull_Fan1985,0,2024-09-18T15:47:39Z,"indonesia is secular country bro not muslim country pourtousidno you are wrong man pourtousid indonesia is about  muslim and  christian
roughly  million muslims and  million christians live in indonesia, according to data released by the ministry of religious affairs in  the remaining indonesians mostly identify as hindu, buddhist or confucia

seems muslim to me bro pourtousidits the particular person they talked about, shes muslim wdym redbullfan we are a secular country, just because muslims are a majority in our population, doesnt mean our ideology and constitution are exclusively to muslim our government recognize  different official religion if indonesia is a muslim islamic state, we wont get nami with big ass melons meeting speed in the video bruh india also has  percent hindus its still secular countryredbullfan",0,1
"['murphy', 'island']",@CottonBonnie-z9u,0,2024-09-19T22:28:55Z,,0,2
"['w', 'indonesiaaaaa']",@DizzLikes,0,2024-09-18T13:19:59Z,,0,2
"['nunggu', 'speed', 'undang', 'om', 'dedy']",@Apollo-c6k,0,2024-09-18T15:13:16Z,,0,2
"['gimanalu', 'udah', 'tau', 'kuat', 'orang', 'indonesia']",@shortcutechannel,0,2024-09-18T17:51:27Z,,0,2
"['mil', 'yea', 'this', 'bout', 'to', 'beat', 'his', 'most', 'viewed', 'stream', 'fr']",@ash_zeo,0,2024-09-18T22:30:53Z,,0,2
['gyatttttt'],@DYP.,14,2024-09-18T13:26:04Z,,0,2
"['try', 'to', 'go', 'to', 'aceh', 'indonesia', 'to', 'the', 'place', 'where', 'ronaldos', 'child', 'lives']",@fajaracehganteng5788,0,2024-09-19T17:02:45Z,,0,2
"['my', 'jowa', 'is', 'the', 'same', 'thing', 'as', 'i', 'do']",@Wendy-e7r,0,2024-09-28T08:01:55Z,,0,2
"['next', 'stream', 'will', 'be', 'bal', 'or', 'komodo', 'island']",@mozaniaid588,2,2024-09-18T13:31:54Z,,0,2
['mantap'],@misterpin.,0,2024-09-18T22:26:50Z,,0,2
"['milhes', 'em', 'horas', 'wtf']",@OkHenrique,2,2024-09-18T19:14:01Z,,0,2
['wtf'],@mahfudinakbar2917,0,2024-09-18T15:18:39Z,,0,2
"['w', 'indonesian']",@EvanSapan,0,2024-09-21T11:32:32Z,,0,2
"['wowm', 'views', 'indonesia', 'your', 'country', 'the', 'best']",@SaRin-js4wr,2,2024-09-19T02:56:21Z,akhoun charan our cambodian brothers jackroopers yes,0,0
"['m', 'views']",@maahirhasan9593,0,2024-09-19T20:19:27Z,,0,2
"['yb', 'woy', 'mobil', 'gua', 'anjing']",@ANDRIKURNIAWAN-h9k,0,2024-09-19T05:36:07Z,,0,2
"['speed', 'you', 'have', 'to', 'go', 'to', 'toraja', 'because', 'there', 'is', 'an', 'amazing', 'place', 'toraja', 'is', 'in', 'the', 'indonesian', 'part', 'of', 'the', 'island', 'of', 'south', 'sulawesi']",@Jalil088,0,2024-09-19T02:37:48Z,,0,2
"['mantab', 'speed', 'liat', 'tytyd', 'ronaldo']",@wikansurya,0,2024-09-18T13:29:04Z,,0,2
"['speed', 'violated', 'ronaldo', 'really', 'bad']",@MariNyatir,0,2024-09-18T13:28:18Z,,0,2
"['speed', 'anj']",@inhovmamendjr8871,0,2024-09-20T10:49:27Z,,0,2
"['willie', 'salim', 'anjir']",@fendiaja2615,0,2024-09-18T16:50:49Z,,0,2
"['w', 'my', 'country', 'rahhhhh', 'btw', 'speed', 'sorry', 'for', 'the', 'chaos', 'that', 'occurred', 'haha', 'v']",@rizkizsajahh,0,2024-09-18T13:20:44Z,,0,2
"['hati', 'bodyguard', 'speed', 'nih', 'kurcaci', 'kumpul', 'resah']",@borok6526,1,2024-09-20T05:44:25Z,,0,2
"['the', 'best', 'moment']",@panggilziaja,3,2024-09-18T13:27:49Z,,0,2
"['gitu', 'banget', 'ya', 'orang', 'orang', 'kasi', 'banget', 'ga', 'nikmat', 'jalan', 'nya', 'speed']",@setiawankrcs6302,1,2024-09-18T16:23:13Z,,0,2
"['dn', 'indonesia', 'kinh', 'tht', 'nhn', 's', 'view', 's', 'like', 's', 'ng', 'ng', 'k', 'ka', 'vcl']",@Moeew_0,0,2024-09-18T13:24:04Z,,0,2
"['what', 'a', 'poor', 'country', 'their', 'people', 'even', 'cant', 'speak', 'english', 'l', 'indo', 'malaysia', 'better']",@VN5775,0,2024-09-18T13:24:47Z,,0,2
"['suruh', 'willie', 'salim', 'ngalahin', 'ni', 'aja', 'mr', 'beast', 'wkwkw']",@randihsaginta2497,0,2024-09-18T22:41:54Z,,0,2
['salah'],@agilmardiansyah01,0,2024-09-19T03:40:17Z,,0,2
"['messi', 'messi']",@CandraMCWau,3,2024-09-20T04:43:23Z,,0,2
['windonesia'],@fatihh1000,1,2024-09-18T13:19:43Z,,0,2
"['ohyeahindonesiaaaaaaaaaaa', 'brooooooooooooooooooo']",@albriansyahsyahel,0,2024-09-18T14:33:09Z,,0,2
"['batik', 'is', 'from', 'indonesiaaaaa']",@muhammadilhamoctaviano7619,1,2024-09-19T07:19:27Z,,0,2
"['zombie', 'boxing', 'ronaldo', 'food', 'internet', 'lag', 'chicken', 'nami', 'and', 'friend']",@hypergrafix4907,2,2024-09-18T14:25:26Z,,0,2
"['lets', 'go']",@ewgioo,0,2024-09-18T21:51:28Z,,0,2
"['nami', 'mvp', 'cuy']",@dananganggara2293,0,2024-09-18T13:20:05Z,,0,2
"['indonesia', 'top', 'global', 'youtube']",@storyanakdesa,0,2024-09-20T00:11:44Z,,0,2
"['w', 'speed', 'w', 'indonesia', 'thank', 'you', 'for', 'visit', 'to', 'my', 'country', 'and', 'congratulations', 'for', 'm', 'views', 'in', 'hours', 'for', 'history', 'i', 'hope', 'you', 'enjoy', 'literally', 'eat', 'green', 'apple']",@RakaRahman,3,2024-09-18T14:25:26Z,w suiiiiiiiiiiiiii indonesia lit,0,1
"['ajar', 'bahasa', 'inggris', 'ya', 'adik']",@AnjalinaSanto,0,2024-09-19T07:57:09Z,,0,2
"['hello', 'ishowspeed', 'pls', 'go', 'to', 'east', 'java', 'lamongan', 'because', 'that', 'city', 'has', 'thousand', 'fans']",@sadinurmuhammad9036,0,2024-09-21T05:00:59Z,,0,2
"['that', 'shi', 'crazy', 'bro', 'ngl', 'but', 'people', 'lookin', 'for', 'clout', 'that', 'aint', 'shi', 'bro']",@jonathandgt9463,0,2024-09-18T13:51:09Z,,0,2
['wow'],@FatirThok-yz6eu,0,2024-09-19T11:06:57Z,,0,2
"['bro', 'really', 'break', 'the', 'internet']",@aidenworst,0,2024-09-18T17:24:54Z,,0,2
"['selamat', 'indonesia', 'kawan', 'ku']",@HzMAH,0,2024-09-18T13:19:51Z,,0,2
"['biggest', 'stream', 'ever', 'm', 'people', 'watching', 'is', 'crazy', 'congrats', 'speed']",@wees,0,2024-09-18T13:28:24Z,,0,2
"['halo', 'orang', 'indo']",@rosze1965,0,2024-09-21T10:36:09Z,,0,2
"['ni', 'orang', 'indo', 'ngumpul', 'like', 'tau', 'orang', 'indonesia', 'gak', 'maksa']",@Acedonat-o,0,2024-09-18T13:29:18Z,,0,2
"['historic', 'stream', 'i', 'was', 'there']",@cba2make1up,0,2024-09-18T13:24:51Z,,0,2
"['come', 'to', 'myanmar', 'speed']",@indradwiana4280,0,2024-09-20T23:30:34Z,,0,2
"['nyala', 'indo', 'ku']",@xi-6rayhanghaffarwahyupurn835,0,2024-09-19T00:22:42Z,,0,2
"['ngakak', 'banget', 'woyyy']",@ecanpuspita5871,0,2024-09-19T05:03:06Z,,0,2
"['speed', 'nyampe', 'sambut', 'joker', 'bjir']",@whoami-gi8ht,0,2024-09-18T15:06:11Z,,0,2
['ishowprime'],@alextzy7564,0,2024-09-19T03:40:26Z,,0,2
"['go', 'to', 'bal']",@LUIS_MC_CH,1,2024-09-18T13:20:14Z,,0,2
"['welcome', 'to', 'indonesia', 'ishowspeed']",@toar7622,0,2024-09-19T00:11:32Z,,0,2
"['stream', 'hours', 'million', 'views', 'crazy', 'bro']",@Donidevrian11,2,2024-09-18T14:19:43Z,,0,2
"['thank', 'you', 'for', 'coming', 'to', 'indonesia', 'a', 'country', 'full', 'of', 'natural', 'resources', 'we', 'apologize', 'for', 'the', 'inconvenience', 'caused', 'to', 'the', 'citizens', 'of', 'jakarta', 'indonesia', 'to', 'brother', 'speed']",@ilmi1703,12,2024-09-18T15:26:56Z,,0,2
"['guys', 'guys', 'guyss', 'web', 'yg', 'error', 'nih', 'nama', 'cari', 'aja', 'google']",@LisaPertiwi-n1n,0,2024-09-24T10:47:03Z,,0,2
['ishowwspeeeed'],@MadeWidy,0,2024-09-18T14:47:12Z,,0,2
"['respect', 'indonesia', 'from', 'indonesia']",@arwahsapi,0,2024-09-20T17:17:17Z,,0,2
['w'],@mariajudalyncomaingking7666,0,2024-09-22T06:23:18Z,,0,2
"['this', 'might', 'be', 'broke', 'my', 'yt', 'because', 'when', 'im', 'watching', 'this', 'guy', 'a', 'couple', 'hour', 'ago', 'the', 'chat', 'are', 'lagging']",@leesoodam8267,1,2024-09-18T19:07:46Z,,0,2
"['why', 'i', 'look', 'you', 'like', 'you', 'dont', 'like', 'malaysia']",@farizulirni1372,0,2024-09-19T13:06:18Z,negara kang claim,0,2
"['m', 'watching', 'this', 'video']",@JustReen7,0,2024-09-18T16:28:59Z,,0,0
"['ramai', 'bilang', 'minggir', 'kau']",@rayapoet7254,0,2024-10-09T19:09:55Z,,0,2
"['indonesia', 'yg', 'nonton', 'live', 'cepat', 'sampe', 'jt', 'tonton']",@Colloid_Gaming,0,2024-09-19T00:34:07Z,,0,2
"['welcome', 'to', 'indonesia', 'speed']",@beatero3526,3,2024-09-18T13:19:36Z,,0,2
"['stream', 'zombie', 'boxing', 'number', 'nami']",@faizdhuha2638,7,2024-09-18T13:20:27Z,nami,0,2
"['its', 'not', 'strange', 'that', 'there', 'are', 'so', 'many', 'people', 'watching', 'the', 'stream', 'because', 'the', 'population', 'is', 'so', 'large']",@Success-Channels,0,2024-09-18T14:20:46Z,,0,2
"['thank', 'you', 'speed', 'for', 'visiting', 'indonesia']",@rafael_edz,1,2024-09-18T13:49:19Z,,0,2
"['zombie', 'apocalypse']",@ShivamSingh-nc8rq,1,2024-09-18T15:17:06Z,,0,2
"['bang', 'speed', 'tanda', 'tangan']",@NayaIkdazia,1,2024-09-18T23:42:06Z,,0,2
"['bro', 'has', 'finished', 'the', 'livestreaming', 'game']",@dartagnan7910,1,2024-09-19T04:05:06Z,,0,2
['indonesia'],@farrelzaidank.a5950,1,2024-09-18T13:20:43Z,,0,2
"['green', 'apple']",@bondprtm4,0,2024-09-18T13:21:35Z,,0,2
"['part', 'for', 'manadopart', 'for', 'manadopart', 'for', 'manadopart', 'for', 'manadopart', 'for', 'manadopart', 'for', 'manadopart', 'for', 'manadopart', 'for', 'manadopart', 'for', 'manadopart', 'for', 'manadopart', 'for', 'manadopart', 'for', 'ma']",@aldomahendra4158,0,2024-09-20T08:34:01Z,,0,2
['hitam'],@eyangcareuhbulan2542,0,2024-09-18T14:20:46Z,,0,2
"['go', 'to', 'bal', 'speed']",@el_kecepatan,0,2024-09-18T13:21:58Z,,0,2
"['lupa', 'main', 'dewi', 'situs', 'percaya']",@SummerAndrar,0,2024-09-18T13:52:20Z,,0,2
['mamama'],@AhmadNizam-e9l,0,2024-09-19T05:39:52Z,,0,2
['m'],@Jxrdxn-10,0,2024-09-18T18:14:14Z,,0,2
"['w', 'indonesia']",@dimasaditya6746,1,2024-09-18T13:19:50Z,,0,2
"['w', 'indonesia']",@lifewithquannn,1,2024-10-03T23:56:53Z,,0,2
"['thank', 'you', 'to', 'reza', 'arapyour', 'the', 'besstkamu', 'bintang', 'sebenarnyagood', 'luck']",@MulyaAshadi,0,2024-09-21T03:44:01Z,,0,2
"['ngakak', 'kali', 'ah']",@wahyuramadhan2912,1,2024-09-22T19:27:11Z,,0,2
"['indonesia', 'istirahat', 'rejeki']",@iisSugiantoBF_Muraibatupacitan,0,2024-09-19T00:36:15Z,,0,2
"['w', 'speed']",@LamarHarrisOffical,0,2024-09-18T13:21:08Z,,0,2
"['i', 'died', 'at', 'the', 'way', 'he', 'pronouced', 'kamar', 'jenazah', 'keymeragh', 'jenazayah']",@xSkiTtle_x0311,0,2024-09-25T01:01:54Z,,0,2
"['now', 'million', 'viewers', 'just', 'day']",@Rup179,3,2024-09-19T13:27:48Z,,0,2
"['w', 'live']",@Quaksec,0,2024-09-18T13:35:01Z,,0,2
"['insane', 'you', 'had', 'broke', 'world', 'livestreaming', 'record', 'also', 'you', 'had', 'found', 'a', 'bug', 'on', 'livechat', 'youtube', 'be', 'careful']",@GelapnyaDunia75689,1,2024-09-18T15:07:34Z,,0,2
"['depo', 'bonus', 'sikat']",@LaNgọcDuyên,0,2024-09-18T14:28:24Z,,0,2
['w'],@pentruyoutubeluigi,0,2024-09-18T13:19:36Z,,0,2
"['batik', 'from', 'indonesia']",@fxygt28,0,2024-09-18T14:06:47Z,,0,2
"['million', 'viewers', 'httpsyoutubeeqsatlksiaegqqfexcz']",@filmallfavoritescenes7465,0,2024-09-18T14:32:06Z,bocil wota caper,0,0
"['orang', 'indo', 'tuju', 'speed', 'ketemu', 'chumkevin']",@rivoratu5368,0,2024-09-19T13:29:15Z,,0,2
"['its', 'literally', 'in', 'indonesian', 'and', 'you', 'can', 'cook', 'over', 'here']",@daily_memes772,1,2024-09-18T15:24:35Z,,0,2
"['hope', 'you', 'in', 'surabaya', 'and', 'finding', 'me']",@DejavuShortries,0,2024-09-22T02:47:20Z,,0,2
"['wtf', 'jt', 'viewers', 'nyala', 'indonesia', 'negara', 'yg', 'gila', 'sosmed', 'wkwkkwkwk']",@setiawancloud17,0,2024-09-19T01:00:15Z,,0,2
"['thx', 'speed', 'for', 'coming', 'to', 'indonesia', 'proud', 'of', 'u', 'bro', 'and', 'sorry', 'for', 'the', 'people', 'who', 'block', 'your', 'way']",@ryinx2637,1,2024-09-18T13:43:30Z,,0,2
"['indonesia', 'mendoniaaa']",@agusharizani5063,0,2024-09-19T00:29:22Z,,0,2
"['in', 'just', 'hours', 'the', 'view', 'is', 'already', 'mio']",@jungkookf,0,2024-09-18T16:44:38Z,,0,2
"['im', 'in', 'indonesia', 'if', 'you', 'to', 'kalimantan', 'also', 'im', 'your', 'subscriber']",@AderizkyNazwilman,0,2024-09-24T23:14:43Z,,0,2
['wkwkwkwk'],@antoniusferdiyan867,0,2024-09-18T19:07:21Z,,0,2
"['mending', 'jogja', 'rusuh', 'kampret', 'jawir', 'hibur', 'ampe', 'speed', 'diikutin', 'mulu']",@FadlyYes,0,2024-09-21T18:09:15Z,aku tau facebook nya anak itu tomiardiantoksfk spill lah,0,2
"['nahan', 'ngaceng']",@fajarprayoga4146,1,2024-09-20T03:30:56Z,,0,2
"['mobil', 'gua', 'anjengwoi', 'mobil', 'gua']",@litch3970,1,2024-09-19T00:40:32Z,,0,2
"['first', 'time', 'm']",@orangdalam8793,0,2024-09-18T16:58:06Z,,0,2
"['is', 'he', 'the', 'most', 'watche', 'in', 'indonesia']",@jstkoko,0,2024-09-21T19:09:56Z,,0,2
"['bang', 'speed', 'in', 'purworejo', 'if', 'you', 'want', 'me', 'im', 'from', 'purworejo']",@Kevin-08-Lbk,1,2024-09-29T00:57:02Z,there must be many people waiting to go to purworejo bang speed im a fan,0,1
"['gila', 'juta', 'viewers', 'bjir']",@ryanprstya,0,2024-09-18T17:44:03Z,,0,2
"['the', 'weakest', 'asean', 'lost', 'again', 'and', 'again', 'just', 'like', 'olympic', 'paralympic', 'sea', 'games', 'asi', 'games', 'asean', 'university', 'games', 'and', 'asean', 'school', 'gamesworld', 'cup']",@Berkelasedukator,0,2024-09-19T02:37:51Z,"malaydesh in disguise for slander usernamenya berkelasedukator tapi komennya kayak sampah gini

pantes disebut iq , edukatornya aja ga punya etika dan adab 

ga pernah belajar agama juga nih pasti sipaling edukator 

najis bat, orang miskin nih pasti malaydesh in disguise for slander malaydesh in disguise for slander clown malaydesh in disguise for slander malaydesh in disguise for slander malaydesh in disguise for slander malaydesh in disguise for slander jangan malu maluin ajg",0,0
"['this', 'will', 'be', 'the', 'best', 'ishow', 'speed', 'stream', 'ever', 'w', 'indonesia']",@feelthesame2024,0,2024-09-18T21:42:21Z,,0,2
"['forgive', 'your', 'fans', 'at', 'indonesia', 'speed', 'if', 'there', 'is', 'something', 'lacking', 'in', 'comfort', 'please', 'forgive', 'speed', 'his', 'name', 'is', 'also', 'a', 'big', 'fan', 'understand', 'if', 'many', 'people', 'flock', 'to', 'take', 'photos', 'once', 'again', 'we', 'as', 'indonesians', 'apologize', 'for', 'the', 'inconvenience', 'to', 'you', 'on', 'holiday', 'if', 'you', 'visit', 'speeds', 'advice', 'is', 'to', 'ask', 'the', 'local', 'police', 'for', 'escort', 'because', 'if', 'you', 'just', 'control', 'speed', 'himself', 'it', 'would', 'be', 'too', 'much', 'dont', 'be', 'deterred', 'from', 'going', 'to', 'indonesia', 'speed']",@andremotorider226,0,2024-09-18T18:40:17Z,,0,2
