Komentar,Penulis,Likes,Published_at,balasan,label_judol,label_sentiment
"['suster', 'ngesot', 'ngk', 'harga', 'dirinnya']",@Labubuchanel70,12,2024-09-19T08:58:11Z,,0,2
['indonesia'],@THEBOSS-kece,1,2024-09-19T08:52:37Z,,0,2
"['speed', 'nguping', 'anj']",@XErl-j6o,0,2024-09-22T20:23:07Z,,0,2
"['info', 'bonus', 'depo', 'sikat']",@CarolBarbarama,0,2024-09-18T14:19:46Z,,0,2
"['norak', 'banget', 'dikit', 'poto']",@manusiamanusia940,1,2024-09-19T08:46:11Z,yah wajar lah cok youtuber kelas dunia siapa yg gak mau minta foto,0,1
"['come', 'to', 'papua', 'friends', 'we', 'are', 'waiting', 'for', 'it', 'and', 'you', 'keep', 'making', 'promises', 'without', 'any', 'action', 'just', 'because', 'jakarta', 'papua', 'tickets', 'are', 'sold', 'out', 'why', 'dont', 'you', 'use', 'another', 'route', 'hurry', 'to', 'papua', 'we', 'are', 'waiting', 'for', 'you']",@MevanoAndrian-p6w,0,2024-09-29T12:45:56Z,,0,2
"['beda', 'indonesia', 'india']",@sertifikatHalal-r5k,0,2024-09-19T04:58:04Z,macam malaysia dan bangladesh malaydesh juga sama banglasia full of of bangla,0,0
"['bro', 'indonesian', 'so', 'crazy']",@SumiYati-b6q,0,2024-09-18T13:19:57Z,,0,2
"['thanks', 'speed', 'come', 'to', 'indonesian']",@masterdragonofficial7490,1,2024-09-19T02:57:27Z,,0,2
"['we', 'are', 'still', 'happy', 'to', 'be', 'in', 'the', 'nd', 'place']",@CarlDaniel-f4k,1,2024-09-19T05:59:44Z,,0,2
"['otw', 'm']",@aditsutrisno9724,0,2024-09-20T04:18:04Z,broh,0,2
"['gokil', 'spead']",@fredrin-jv6wj,0,2024-09-18T13:19:58Z,,0,2
"['kasihan', 'kena', 'rusuhh']",@ZidanAlex-vj7kw,2,2024-09-19T09:18:32Z,,0,2
"['you', 'should', 'try', 'sri', 'lanka', 'bro']",@ishanudayanga439,2,2024-09-18T22:17:14Z,,0,2
"['also', 'congrats', 'for', 'reaching', 'm', 'views', 'on', 'stream', 'def', 'world', 'record', 'for', 'a', 'single', 'stream']",@itzstanley,0,2024-09-18T16:03:18Z,,0,2
"['w', 'nami']",@swa6543,0,2024-09-21T07:30:05Z,,0,2
"['njirlah', 'betah', 'gw', 'nonton', 'tayang', 'ulang', 'jam', 'seru', 'liat']",@Noobmaster72004,10,2024-09-18T17:30:23Z,"aslii beneran bangg gw jugaa, keren bgtt soalnyaa",0,1
"['seriusss', 'jt']",@fajargumilang6686,0,2024-09-19T02:32:41Z,,1,2
"['part', 'indonesia']",@fariqashari5270,0,2024-09-18T16:23:25Z,,0,2
"['watched', 'the', 'whole', 'stream', 'shit', 'was', 'the', 'craziest', 'shit', 'ive', 'ever', 'seen']",@lixariumoz1802,3,2024-09-20T00:04:05Z,,0,2
"['sange', 'nami']",@andagoblok4210,0,2024-09-18T13:19:54Z,,0,2
"['bro', 'its', 'just', 'hour', 'and', 'its', 'millions', 'view', 'its', 'crazy']",@Ligma-d4g,0,2024-09-18T13:25:55Z,,0,2
['wkakakaka'],@lightcinema1973,0,2024-09-18T14:37:17Z,,0,2
"['didnt', 'expect', 'will', 'hit', 'k', 'view', 'and', 'almost', 'm', 'view']",@AdventureSpaceID,1,2024-09-18T13:20:43Z,,0,2
"['nami', 'nami', 'nami', 'nami']",@zulfahmi1593,0,2024-09-18T17:14:15Z,,0,2
"['subscribe', 'is', 'langgan']",@im_am,0,2024-09-23T09:04:42Z,,0,2
"['terima', 'kasih', 'indonesia']",@peterpasanea3307,0,2024-09-23T04:30:20Z,,0,2
"['malu', 'maluu', 'in', 'ga', 'ngerti', 'bahasa', 'inggris', 'kadang', 'gw', 'bahasa', 'inggris', 'bilang', 'soo', 'inggris', 'bgt', 'lo', 'lo', 'org', 'indo', 'salah', 'ajar', 'bahasa', 'inggris', 'ga', 'fasih', 'kaum', 'hawa', 'kritik', 'pedas', 'ga', 'isi', 'nya', 'disclaimer', 'ga', 'org', 'org', 'org', 'yg', 'gw', 'temu', 'coba', 'interaksi']",@gung_gank,3,2024-09-18T19:42:13Z,,0,2
"['ishowspeed', 'stats', 'this', 'stream', 'million', 'live', 'watchers', 'k', 'likes', 'million', 'views', 'k', 'subs', 'gained', 'in', 'hours', 'broke', 'youtube', 'live', 'chat', 'world', 'record', 'most', 'watched', 'livestream', 'in', 'history', 'by', 'an', 'individual', 'streamer', 'no', 'event', 'most', 'watched', 'livestream', 'of', 'speed', 'in', 'less', 'than', 'hours']",@nouh.yousfi,5333,2024-09-18T13:20:48Z,"dont read my namennn, records made my ishospeedrnrnmk watchingrnk subs in  hoursrnmade messi fan turn ronaldo fan, double w, bro get money k dolllar, not the most watched, johnny depp ones had more, , bestt , indonesia the got, lah bang sapikubsyaikhsyafiq, super crazy men, speed will be studied by the future generations of streamers, ublunkiethat was not an individual streamers stream, w, indonesia wild, just finished, already  million views, bro, w, ublunkie how many i think tomorrow livestream in indo again will surpass this, ublunkieon this channel bro, most watched stream is m views, yang komen di atas sudah di edit, jadi gua juga edit, this is indonesia baby, new k subs  m viewersnw speed, cause indonesia has many peoples, i know it probably isnt a good idea to say this but mrbeast had m viewers on his m subs stream, my country has too much idler who spends all their time on internet ,  zombie, round up in hrs, , lunkie no event reading is not that hard lil bud, ubxdjcpm yah brengsek ada safik ga mood gw, zombies, yt tidak dapat menampung banyak energi,merusak live chat, this gonna be in history, youtube must upgrade tools live stream server them especially chat section, ubgoodgame livenya om deddy waktu catur sama tinju azka lebih banyak dari ini bro, kalo dibilang views live stream terbanyak keknya belom deh, am glad i witness this , really most watched youtube live in history, by any single individual youtubernot any event or football matchesubmurisy_here, yup, population effect , lunkieits invidual stream bruhhhh, ubyyonix he said no event that stream was a evebt, nouhyousfi who said most watched lifestream in history, its an event ubsuperwindows, murisy_here nah speed at peak is around m views livenmr beast at peak is around ,m views livenand deddy corbuzier at peak is around ,m views live, h, ubyyonixbro its an event from isro, superwindows and deddy corbuzier had ,m views live boxing azka vs vicky, w indonesia, not k k subs only, prisdpro are u blind, ishowspeed stats this streamnm live watchers nk livesnm viewers end of stream nk subscribe gained in  hrsnbroke youtube chat nmost watched livestream in history  no event , its normal live streaming indonesia bro, ublunkiefor what, w, ubyyonixwhats that live stream name, ubgadgetmekalo dewa catur berapa bang lupa gua, how much money will speed get from this stream, pribadilain catur ,jt kalo tinju ,jtnviews livestreaming terbanyak yt masih dipegang sama om deddy, bro its m already, hmmubdontreadmypicturecp, overproud indognesians, gadgetme itu mah event bro bedaa, ubbossgamingwho care, ,m viewers end of stream, imagine, when he will come bangladesh , gadgetme non event kan ya tapi, ubsyaikhsyafiq bang safik ngapain , ubgoodgameitukan event, dan dri beberapa platform juga kalau event gitu banyak juga, kalau ini secara individual melakukan live dg jumlah viewer segitu jarang,, bro flashed his meat to k kids live and says the hard r every stream yall make the weirdest ppl famous, he say individualubyyonix, bro flashed his meat to k kids live and says the hard r every stream yall make the weirdest ppl famous, indonesia is the best, w, this country is overpopulated and people breed like rabbits here thats why the statistics are so high, this country is overpopulated and people breed like rabbits there thats why the statistics are so high, w indonesia  keep doing, ubgoodgameitu event bkn individu , ubgoodgamefr , mustoishi ok, and he got a lot of friends, make a lot of money to do content, and dont forget the allegations, but now speed is like pewdiepie, he soloubsuperwindows, ubhmcdwjnah u just jealous, ubgadgetmeemang berapa dulu, bffft catur ,jt boxing ,jt, thegrefg from spain had more than m in live on , you need to add being the fastest stream spined too, indognesia, indognesia, m views isnt the most watched btw, m rn , do we know what no event means, mrdukesu m live viewers by an individual person is a record, ubfifotuwbu has many people who knows speed, nouhyousfi thegrefg m on twitch , mrdukesu individually on youtube, it is a as a streamer alone not an events or org, ubsuperwindows he didnt have that, and if he had still achieved it speed is an individual streamer, mrbeast a company, where ur  crinsoto, w, nan, i have checked live in philippines day , from beginning subs ,,  end stream ,, nits only k subscribersnncompare with indonesia day , from beginning subs ,,  end stream subs ,, total k subscribersnnnice try lser  who said k in  hours in philippines , ubalfriantorlllive ke  juga cuma dapat  subsnkatanya k pignoy pignoy,  population and most unemployed in the world  indo is the new social media capital in the world, ubalfriantorll popular and most unemployed in the world kwkwkwkkwkwwkkw, thegrefg got m, gadgetme lu bacah gak sih individual streaming no event, ubgadgetme lu tau bedanya event sama live stream sendiri gk jelas deddy itu eventacara bukan live suka suka tapi si speed ini live sukanya dia bukan live acaraevent, ububgadgetmeit was boxing events you idiod, keep edit for  hour bro, i want to see the result, gadgetme itu event kocakk, ubgadgetmehalah india aja nyentuh m, lunkiethats an event idiot, proud, so cringe, no cap, wow  viwer, nangis sampai umbelnya keluar, m views as per now , dancingbugs lu bisa baca gk kalo gk bisa ya minimal belajar baca dulunnini komen awalnya udh di edit, sebelum di edit dia bilangnya world record most watched livestream in youtube, dia gk ada tuh nyebutin individual lah, event lahnkomennya udh di edit jadi world record most watched livestream by individual streamer no eventnnpun kalopun individual stream speed belom yg paling gede, mr beast waktu live stream live count m youtube subs itu nyampe ,m yg nonton itu individual bukan event, minimal sebelum komen tuh research dulu jangan buta literasi, mikejeger live streaming apa tuh, flyonsations elu yg gk baca, itukan komennya udh di edit blok lu gk tau kan komen awal sebelum diedit, gadgetme  bedain single stream sama event stream  aja gak bisa lu  maluin, deadaeninixxx yee bedain mana komen yg udh di edit sama yg belom di edit lu gk tau kan sebelom di edit itu komen aslinya apa banyak banyak diem aja lah, w indonesia bro, ubmrdukesuit is by individual streamer and non event case, gadgetme chandrayaan moon landing, this is insane bro damnn, i think cr can beat it,  lmao",0,0
"['speed', 'i', 'challenge', 'you', 'to', 'palangkaraya', 'city', 'central', 'kalimantan']",@AndikaNoah-z9v,1,2024-09-27T06:22:45Z,challenge not accepted,0,0
"['apa', 'komen', 'promosi', 'judi']",@MuhammadAkbar-wu7ss,0,2024-09-18T13:20:47Z,,0,2
"['the', 'weakest', 'poorest', 'asean', 'lost', 'again', 'and', 'again', 'just', 'like', 'olympic', 'paralympic', 'sea', 'games', 'asi', 'games', 'asean', 'university', 'games', 'and', 'asean', 'school', 'gamesworld', 'cup', 'medals', 'country']",@Berkelasedukator,0,2024-09-19T08:21:40Z,"malaydesh in disguise for slander usernamenya berkelasedukator tapi komennya kayak sampah gini

pantes disebut iq , edukatornya aja ga punya etika dan adab 

ga pernah belajar agama juga nih pasti sipaling edukator 

najis bat, orang miskin nih pasti malaydesh in disguise for slander malaydesh in disguise for slander clown malaydesh in disguise for slander malaydesh in disguise for slander malaydesh in disguise for slander malaydesh in disguise for slander jangan malu maluin ajg",0,0
['w'],@haryounthoro193,0,2024-09-18T13:20:08Z,,0,2
"['the', 'real', 'kocak', 'sih', 'pas', 'rumah', 'hantu']",@RJ-lv7qj,1,2024-09-28T12:57:15Z,,0,2
"['nabi', 'windah']",@ilhamprayogo2950,0,2024-09-19T10:43:37Z,,0,2
"['depo', 'bonus', 'sikat']",@LuuThiBichSang,0,2024-09-18T14:18:07Z,sdm,0,2
"['indonesian', 'is', 'the', 'best']",@AFTERDARK32,0,2024-09-20T06:37:36Z,,0,2
['woww'],@may-ej2lq,1,2024-09-20T04:16:02Z,,0,2
"['come', 'visit', 'ikn', 'the', 'new', 'capital', 'of', 'indonesia']",@CA18ChanneL,0,2024-09-19T00:34:27Z,,0,2
"['norak', 'norak', 'parah']",@deniabdulgoni6535,0,2024-09-18T15:20:55Z,,0,2
['w'],@hanswyt,1,2024-09-18T13:21:36Z,,0,2
"['sorry', 'thats', 'not', 'the', 'rich', 'way', 'to', 'eat', 'padang', 'rice']",@Ezzaryael,0,2024-09-18T14:25:42Z,,0,2
"['shame', 'on', 'you', 'indonesia']",@mekshaaqlate673,1,2024-09-18T19:09:18Z,"tapi bisa bikin dia jt penonton itu record selama dia streming noh liat likenya ini jg jadi video yg paling banyak di tonton di channel dia sama ajah bang hampir semua negara kaya gitu semua negara juga kek gitu kali, mungkin mba belum tau stream dia di norway sama di netherland lebih parah were you born by a pigs butt mekshaaqlate lol u are jealous xd mekshaaqlate malaysia also has crowd just like indonesia lol farstingbro indonesia crowd x more than other country",0,1
"['dijakarta', 'bjir', 'bandung', 'surabaya', 'zombie']",@ADI_SAEPULOH,1,2024-09-18T13:21:49Z,,0,2
"['come', 'south', 'africa', 'please', 'bro']",@JuanSalmons,0,2024-09-18T13:48:15Z,,0,2
"['x', 'nya', 'bgt', 'konek', 'bng', 'yg', 'bikin', 'doyan', 'main', 'situs']",@asal_paten_aje-i6c,0,2024-09-24T05:24:19Z,,0,2
['wwwwwwwwww'],@pyonglai5334,0,2024-09-19T07:32:04Z,,0,2
['mantul'],@muhammadhanun3863,0,2024-09-21T03:52:12Z,,0,2
"['simple', 'but', 'it', 'got', 'those', 'malaysians', 'heated']",@catner70,2,2024-09-18T13:54:28Z,,0,2
"['malu', 'malu', 'in', 'anjink', 'najis', 'ampe', 'segitu', 'nya', 'kejar', 'kasi', 'speed', 'buset', 'ampe', 'kesel', 'trauma', 'mah', 'jkt', 'untung', 'kga', 'bogem', 'bodyguard', 'nya']",@MalsDuko,1,2024-09-18T17:56:40Z,"iyaa cok ha lu kagak liat live stream speed yg lain di tur asia tenggara ini bro speed gk apa klo di kerubungin asal bisa ngasih dia jalan, dan indonesia termasuk yg lumayan lah",0,1
"['w', 'or', 'l']",@Lilyily_2011,1,2024-09-19T07:37:08Z,l w,0,1
"['can', 'you', 'came', 'to', 'timor', 'leste']",@InaMotalid,0,2024-09-23T12:03:53Z,,0,2
"['historical', 'stream', 'ever', 'm']",@Archana_AU,1,2024-09-18T17:10:49Z,,0,2
"['thanks', 'bro']",@davmadelplanet,0,2024-09-19T11:11:23Z,,0,2
"['million', 'views', 'in', 'hours', 'youtube', 'must', 'give', 'you', 'streamer', 'of', 'the', 'year']",@jadensnyders4532,2,2024-09-18T17:42:30Z,,0,2
"['jam', 'menit', 'nyedot', 'inguss', 'wkwk']",@pinggir_relofficial8820,1,2024-09-18T15:33:54Z,,0,2
"['batik', 'from', 'indonesia']",@m.ananginul479,0,2024-09-20T02:59:48Z,,0,2
['crcrezyboy'],@cr_crezyboy,0,2024-09-19T21:13:26Z,,0,2
"['m', 'in', 'one', 'day', 'lets', 'gooo', 'm']",@elsa_moon2002,1,2024-09-19T14:15:44Z,his highest view live stream goddessofidk yeah fr and i think the upcoming lives will beat this record cause hes,0,1
"['bal', 'is', 'good', 'viewsss']",@Jomperd,0,2024-09-19T06:31:08Z,,0,2
"['tuan', 'cepat', 'butuh', 'part']",@Bayu02f,2,2024-09-18T13:35:17Z,santay kawan speed di indo like  days more,0,1
"['batik', 'indo', 'spead', 'malaysia', 'lupa']",@aiskokoroto-oz1yq,0,2024-09-18T13:26:54Z,,0,2
"['thank', 'you', 'bro', 'unjung', 'indonesia']",@niorvlog3109,0,2024-09-19T10:36:21Z,,0,2
"['nentot', 'nentotttt', 'kocak', 'bngtttt']",@ikhsanhanafi3345,0,2024-09-18T17:46:13Z,,0,2
"['welcome', 'from', 'myanmar']",@HtunHtunwin-s3b,0,2024-09-18T19:27:02Z,,0,2
"['indonesian', 'i', 'am', 'here']",@abd_rasyd,0,2024-09-19T03:09:26Z,,0,2
"['m', 'view', 'at', 'hours', 'is', 'insane']",@budhy9581,2,2024-09-18T20:38:40Z,,0,2
"['lets', 'go', 'speed', 'gang']",@aidi.you69,1,2024-09-18T16:03:14Z,,0,2
"['million', 'likes']",@notBK,0,2024-11-23T16:40:36Z,,0,2
"['lupa', 'main', 'dewi', 'situs', 'percaya']",@SarahBrittanyy,1,2024-09-18T14:34:15Z,,0,2
"['katrok', 'city']",@hendram.a.s5159,0,2024-09-18T17:00:33Z,,0,2
"['nami', 'swann']",@Rangx_,0,2024-09-19T00:19:08Z,,0,2
"['speed', 'indonesia', 'lu', 'coba', 'makan', 'indonesia', 'enak', 'poll', 'suka', 'lu', 'speed', 'masak', 'indonesia']",@yanyokimin9298,0,2024-09-18T15:44:13Z,,0,2
"['batik', 'from', 'indonesia', 'friends', 'malaysia']",@Kuwai948,1,2024-09-18T14:43:36Z,,0,2
"['best', 'stream', 'w', 'country', 'escpecially', 'big', 'w', 'for', 'nami', 'cosplay']",@FherdyLianza,0,2024-09-18T13:22:50Z,,0,2
"['okay', 'but', 'speed', 'is', 'already', 'sweating', 'a', 'lot', 'here']",@khatrine-l6i,5,2024-09-19T13:43:09Z,"who wouldnt be, am i right lol indognesia is trash
they still using google translate for speak english
imagine  still supporting palestine fomo
fans sanzxmctetep aja penyumbang fans terbanyak entah itu fomo atau bukan sanzxmc and youre on the  right hahaha musangkitten iya nih fomo, baru nonton speed tahun",0,0
"['timbo', 'coy']",@SultanDermawan-b5f,0,2024-09-18T15:23:34Z,,0,2
"['situs', 'slot', 'gacor']",@Error404-s4z,0,2024-09-20T03:13:34Z,,0,2
"['stay', 'safe', 'bro']",@joastronotyourbae,0,2024-09-20T06:32:54Z,,0,2
"['gw', 'selesai', 'out', 'class', 'kota', 'tua', 'cuk']",@RevannMC,0,2024-09-19T13:18:27Z,,0,2
"['w', 'indonesia']",@yamixena,0,2024-09-18T17:14:49Z,,0,2
"['speed', 'is', 'getting', 'overrated', 'ngl']",@yeungeddie,0,2024-09-20T08:54:11Z,,0,2
"['to', 'bogor', 'speed']",@ROHMANKECZZ,0,2024-09-19T12:22:43Z,,0,2
"['yg', 'ga', 'nyobain', 'main', 'nyesel', 'sih']",@VirgiawanDimitri,0,2024-09-24T06:43:35Z,,0,2
"['m', 'viewers']",@Ottomanempirebestempire,4,2024-10-31T10:54:08Z,,0,2
"['how', 'is', 'this', 'not', 'trending', 'yt', 'trippin']",@alildrippy1002,0,2024-09-19T06:06:47Z,trending in indonesia,0,1
"['spicy', 'dance', 'angklung', 'jumpscare', 'jumpscare', 'nami']",@ganzxta,2,2024-09-18T13:21:54Z,ini seru,0,1
"['you', 'i', 'like', 'indonesian', 'speed']",@Muhamadleray,0,2024-09-18T18:27:25Z,,0,2
"['w', 'indonesia']",@hannayuuki3100,0,2024-09-18T13:34:34Z,,0,2
['nyala'],@derliana1261,0,2024-09-18T13:56:32Z,,0,2
"['corats', 'speed', 'you', 'hits', 'm', 'views', 'livestream']",@yukimatsu10,0,2024-09-18T13:20:42Z,,0,2
"['they', 'got', 'more', 'views', 'then', 'him', 'meeting', 'ronaldo', 'indonesia', 'took', 'the', 'biggest', 'w']",@JBsmoove-kf7ur,1,2024-09-19T02:49:38Z,,0,2
"['speed', 'jaipong']",@FadilFirdaus-zk2un,0,2024-09-18T13:43:17Z,,0,2
"['this', 'is', 'the', 'world', 'record', 'million', 'views', 'in', 'live', 'stream', 'firstime', 'in', 'history']",@jeffgrundtjeffgrundt5650,0,2024-09-18T17:03:53Z,,0,2
"['setan', 'indo', 'ga', 'harga', 'anjir']",@HAMDANNN23,0,2024-09-26T01:16:48Z,,0,2
"['the', 'name', 'of', 'school', 'is', 'widya', 'cendekia']",@almalikialmaleka6648,0,2024-09-19T12:28:43Z,,0,2
['jakarta'],@OoPp-xx5sw,0,2024-09-20T08:27:13Z,,0,2
"['come', 'to', 'indonesia', 'again', 'please']",@ivahadne,0,2024-09-23T10:21:25Z,,0,2
"['best', 'country']",@setianardian-qy7ol,1,2024-09-19T09:52:39Z,,0,2
"['the', 'king', 'viewer', 'of', 'indonesia', 'wkwkk']",@denissaw65,0,2024-09-18T15:07:07Z,,0,2
"['anjg', 'porhub']",@bimagz4000,0,2024-09-18T21:45:16Z,,0,2
"['w', 'country']",@doffdoffdoff,2,2024-09-18T13:19:50Z,,0,2
['milyuner'],@timnas01,0,2024-09-18T16:22:13Z,,0,2
"['mantab', 'mangkuy']",@barffx,1,2024-09-18T13:20:44Z,,0,2
"['how', 'can', 'that', 'be', 'possible', 'speeds', 'vision', 'is', 'in', 'minutes']",@homm123,1,2024-09-18T16:03:01Z,,0,2
"['pecah', 'auto', 'bikin', 'klimaxxx']",@wayanayunda,0,2024-09-24T06:23:13Z,,0,2
['menyalaaaa'],@ifankadirga,0,2024-09-24T08:30:32Z,,0,2
"['trending', 'now', 'on', 'indonesia']",@adelaksmanaa,0,2024-09-19T05:04:22Z,,0,2
"['wilujeng', 'sumping', 'indonesia', 'monggo']",@arisoel,2,2024-09-23T23:47:24Z,,0,2
"['batik', 'is', 'from', 'indonesia', 'not', 'from', 'malaysia', 'malaysia', 'can', 'only', 'cheat']",@dodiwijaya6783,0,2024-09-18T13:59:29Z,,0,2
"['congrats', 'speed']",@jimsday207,0,2024-09-18T13:23:50Z,,0,2
"['batik', 'is', 'from', 'malaysia']",@marianachen2797,0,2024-09-19T22:44:55Z,"lawak matamuii and malaysia is indonesia before why small contry always claim that they are has every own shit, funny cringe spikezzzmemerthank you for your response tho keep craying banglaysia",0,0
"['speed', 'come', 'to', 'uniga']",@ngtdgaming,1,2024-09-18T13:20:53Z,,0,2
['first'],@fauzangaming6130,1,2024-09-18T13:19:50Z,,0,2
"['el', 'cepat']",@fajarkurniawan2004,0,2024-09-19T03:47:48Z,,0,2
['gg'],@balbaee,0,2024-09-19T08:07:46Z,,0,2
"['indonesian', 'grazy', 'fans', 'in', 'the', 'world', 'siuuuuu']",@Tengku_Sayyid_Alhinduan,4,2024-09-29T05:58:43Z,,0,2
"['go', 'to', 'bal']",@RuangRenunganQuran,0,2024-09-19T04:36:14Z,,0,2
"['satayy', 'satayy']",@edward.kenway9357,0,2024-09-18T17:19:23Z,,0,2
['kenka'],@lianhong.ahong.5624,0,2024-11-18T13:05:18Z,,0,2
"['first', 'indodesh', 'zombie']",@kingkrakenbee7726,0,2024-09-18T15:09:13Z,bro is not sigma after comment this stuff bruh there are no bangladesh here,0,0
"['best', 'part']",@rathorianims,4,2024-09-18T13:30:21Z,,0,2
"['king', 'indo', 'lawan']",@indrawibiyanto438,0,2024-09-19T03:11:39Z,,0,2
['santai'],@VIMING7,1,2024-09-18T22:29:31Z,,0,2
"['menit', 'jamaan', 'orng', 'bju', 'prn']",@Kodas_VisualReal,1,2024-09-19T11:19:45Z,,0,2
"['the', 'weakest', 'poorest', 'asean', 'lost', 'again', 'and', 'again', 'just', 'like', 'olympic', 'paralympic', 'sea', 'games', 'asi', 'games', 'asean', 'university', 'games', 'and', 'asean', 'school', 'gamesworld', 'cup', 'medals', 'country']",@Berkelasedukator,0,2024-09-19T08:21:45Z,"malaydesh in disguise for slander usernamenya berkelasedukator tapi komennya kayak sampah gini

pantes disebut iq , edukatornya aja ga punya etika dan adab 

ga pernah belajar agama juga nih pasti sipaling edukator 

najis bat, orang miskin nih pasti malaydesh in disguise for slander malaydesh in disguise for slander clown malaydesh in disguise for slander malaydesh in disguise for slander malaydesh in disguise for slander malaydesh in disguise for slander jangan malu maluin ajg",0,0
"['viewnya', 'terbang', 'live', 'indonesia']",@fadilpiko6154,0,2024-09-20T21:39:23Z,,0,2
"['depo', 'bonus', 'sikat']",@TạCảnhTín,0,2024-09-18T14:21:21Z,,0,2
"['yoo', 'indonesia']",@aztaroz77,1,2024-09-19T04:53:15Z,,0,2
"['pick', 'one', 'speed', 'nami', 'or', 'the', 'ronaldo', 'figure']",@CALLISABLE,0,2024-09-18T13:44:33Z,,0,2
"['bro', 'really', 'being', 'chased', 'by', 'zombies']",@gamesinsupersus6398,1,2024-09-18T16:22:43Z,,0,2
"['w', 'm', 'ga', 'salah', 'indo', 'kingsosmed']",@derickcristofer4214,2,2024-09-19T03:25:02Z,,0,2
"['me', 'indonesia', 'name']",@M.rizaldi.RRizaldi,0,2024-09-19T08:42:15Z,,0,2
"['brunei', 'go', 'to', 'brunei']",@WafeeYacob,0,2024-09-19T07:02:41Z,,0,2
"['lupa', 'main', 'dewi', 'situs', 'percaya']",@BetteAntoinetted,0,2024-09-18T13:49:01Z,,0,2
"['w', 'speed', 'w', 'speed', 'w', 'speed', 'w', 'speed', 'w', 'speed', 'w', 'speed', 'w', 'speed', 'w', 'speed', 'w', 'speed']",@cr3epgods747,1,2024-09-19T18:59:49Z,s a w,0,1
"['stay', 'halal', 'brodher']",@RefaMuhammad,0,2024-09-20T05:03:34Z,,0,2
"['bruh', 'they', 'just', 'cosplay', 'of', 'ghost', 'in', 'indonesian']",@rizqirahmansyah8170,0,2024-09-24T23:20:36Z,,0,2
"['reza', 'arabbb']",@Randyhehe,0,2024-09-18T13:52:02Z,,0,2
"['lupa', 'main', 'dewi', 'situs', 'percaya']",@DorothyJimy,0,2024-09-18T13:47:06Z,,0,2
"['indonesia', 'bro']",@Okfiana01,0,2024-09-18T13:37:12Z,,0,2
"['can', 'you', 'go', 'to', 'malang', 'brother']",@iisIrnawati,0,2024-09-21T06:44:54Z,,0,2
['zombies'],@teujjang,9,2024-09-18T19:53:52Z,"it happens in every country he visited santai aja kali, nikmatin streamnya gk ngerugiin lu jga kan bukan ga sopan anying itu lagian itu rame speed juga ngerti ngetod lu anying norak hiduplu ga guna dia ga mau masuk frame bang dia malah jadi pahlawan di balik layar dia banyak nyiapin hal ke si speed banyak bantu speed, dia gak cari muka, tour guide terbaik gtw si tapi kalo ada kpop korea cewe indo pada norak semua mana suaranya fr",0,0
"['gacor', 'bener']",@bintangmaulana3732,0,2024-09-19T08:44:47Z,,0,2
"['blikes', 'm', 'sub']",@randisyadin,0,2024-09-19T09:16:20Z,,0,2
"['polish', 'flag']",@highleverboy6794,0,2024-09-18T17:09:22Z,,0,2
"['gua', 'aja', 'liat', 'udh', 'sumpek', 'banget', 'apalgi', 'speed', 'ya']",@PendiAdiSaputra-f7q,0,2024-09-18T23:40:00Z,,0,2
"['indonesia', 'is', 'hinduamitabha']",@pengkritik8564,2,2024-09-19T19:09:49Z,,0,2
"['w', 'stream', 'speed', 'congrats']",@mshad2158,0,2024-09-18T14:44:48Z,,0,2
"['million', 'viewers', 'httpsyoutubeeqsatlksilunbmztqqutckao']",@filmallfavoritescenes7465,0,2024-09-18T23:58:00Z,bocil wota caper,0,0
['trending'],@TitanJus-l3w,0,2024-09-19T06:09:03Z,,0,2
"['oh', 'bro', 'in', 'day', 'he', 'got', 'million', 'likes', 'and', 'got', 'million', 'viewers', 'thats', 'crazy', 'bro']",@AnugerahRamadhan-pt2nr,1,2024-09-19T13:52:39Z,theyre all so tacky it makes me annoyed malah jadi tempat check point jir lah,0,1
"['the', 'best', 'part']",@IfalHaqie,0,2024-09-19T05:06:54Z,,0,2
"['million', 'completed', 'from', 'my', 'second', 'youtube', 'account', 'bravo', 'bro', 'my', 'first', 'acc', 'yourcristianioshorts']",@LeafBoy-vg5le,0,2024-09-19T02:34:53Z,,0,2
"['wkwkw', 'kocak']",@tanlevixn9976,0,2024-09-18T14:03:13Z,,0,2
"['why', 'ur', 'fanshaters', 'says', 'l', 'indonesian', 'l', 'country', 'shut', 'the', 'hell', 'up', 'your', 'mouth', 'that', 'my', 'country', 'what', 'i', 'life']",@Akira-y3w,0,2024-09-19T23:59:29Z,l indonesia l country mereka drg dr negara walaun madanon missqueen kat semenanjong banglaysia kuat iri dengki rastapoenya oh,0,0
"['info', 'bonus', 'depo', 'sikat']",@JamesKennethar,0,2024-09-18T13:54:24Z,,0,2
"['no', 'touching', 'scary', 'house', 'ppl']",@JacReviewsStuff,0,2024-09-18T21:49:45Z,,0,2
"['indonesia', 'gilaaa']",@Galeri_6Video,0,2024-09-19T13:06:02Z,,0,2
['m'],@Cuprak,1,2024-09-19T14:56:20Z,,0,2
"['orang', 'nggak']",@AgusSuroto-ib4ov,0,2024-09-20T01:38:28Z,,0,2
"['welcome', 'to', 'indonesia']",@ridwansyahal-ghifary7892,0,2024-09-21T10:22:18Z,,0,2
"['i', 'mean', 'the', 'views', 'are', 'insaneee', 'really', 'just', 'day']",@Ryukimmm,1,2024-09-20T15:17:14Z,,0,2
['woow'],@S3RASI,0,2024-09-20T01:11:49Z,,0,2
